Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
159, (25).jpg,30000,4000,37.5960825,126.9467382,2,0,0,0,0
160, (26).jpg,30000,4000,37.5960825,126.9467382,2,0,0,0,0
161, (27).jpg,30000,4000,37.5960825,126.9467382,2,0,0,0,0
162, (28).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
163, (29).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
164, (3).jpg,30000,4000,37.5960825,126.9467382,0,0,0,1,0
165, (30).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
166, (31).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
167, (32).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
168, (33).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
169, (34).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
170, (35).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
171, (36).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
172, (37).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
173, (38).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
174, (39).jpg,30000,4000,37.5960825,126.9467382,1,0,0,0,0
175, (4).jpg,30000,4000,37.5960825,126.9467382,0,0,0,1,0
176, (40).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
177, (41).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
178, (42).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
179, (43).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
180, (44).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
181, (45).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
182, (46).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
183, (47).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
184, (48).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
185, (49).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
186, (5).jpg,30000,4000,37.5960825,126.9467382,0,0,0,1,0
187, (50).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
188, (51).jpg,30000,4000,37.5960825,126.9467382,1,0,1,0,0
189, (52).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
190, (53).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
191, (54).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
192, (55).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
193, (56).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
194, (57).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
195, (58).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
196, (59).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
197, (6).jpg,30000,4000,37.5960825,126.9467382,0,0,0,1,0
198, (60).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
199, (61).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
200, (62).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
201, (63).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
202, (64).jpg,30000,4000,37.5960825,126.9467382,1,0,0,1,0
203, (65).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
204, (66).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
205, (67).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
206, (68).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
207, (69).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
208, (7).jpg,30000,4000,37.5960825,126.9467382,0,0,0,1,0
209, (70).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
210, (71).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
211, (72).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
212, (73).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
213, (74).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
214, (75).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
215, (76).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
216, (77).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
217, (78).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
218, (79).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
219, (8).jpg,30000,4000,37.5960825,126.9467382,0,0,0,1,0
220, (80).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
221, (81).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
222, (82).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
223, (83).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
224, (84).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
225, (85).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
226, (86).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
227, (87).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
228, (88).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
229, (89).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
230, (9).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
231, (90).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
232, (91).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
233, (92).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
234, (93).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
235, (94).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
236, (95).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
237, (96).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
238, (97).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
239, (98).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
240, (99).jpg,30000,4000,37.5960825,126.9467382,1,0,1,1,0
1,sample01,3024,4032,37.63164,126.92836,1,0,0,0,0
2,sample02,3024,4032,37.63155,126.92843,1,0,0,0,0
3,sample03,3024,4032,37.63156,126.92845,1,0,0,0,0
4,sample04,3024,4032,37.63149,126.92864,1,0,0,0,0
5,sample05,3024,4032,37.63149,126.92864,1,0,0,0,0
6,sample06,3024,4032,37.63154,126.92882,1,0,0,0,0
7,sample07,3024,4032,37.63154,126.92882,1,0,0,0,0
8,sample08,3024,4032,37.63157,126.92881,1,0,0,0,0
9,sample09,3024,4032,37.63145,126.9288,1,0,0,0,0
10,sample10,3024,4032,37.63248,126.92686,1,0,0,0,0
11,sample11,3024,4032,37.63246,126.92691,1,0,0,0,0
12,sample12,3024,4032,37.63245,126.92703,1,0,0,0,0
13,sample13,3024,4032,37.6326,126.92693,1,0,0,0,0
14,sample14,3024,4032,37.63255,126.92706,1,0,0,0,0
15,sample15,3024,4032,37.63292,126.92493,1,0,0,0,0
16,sample16,3024,4032,37.63292,126.92492,1,0,0,0,0
17,sample17,3024,4032,37.63217,126.92422,1,0,0,0,0
18,sample18,3024,4032,37.63226,126.92431,1,0,0,0,0
19,sample19,3024,4032,37.63249,126.92429,1,0,0,0,0
20,sample20,3024,4032,37.63272,126.92431,1,0,0,0,0
21,sample21,3024,4032,37.63268,126.92435,1,0,0,0,0
22,sample22,3024,4032,37.63265,126.92443,0,0,1,0,0
23,sample23,3024,4032,37.63264,126.9244,0,0,1,0,0
24,sample24,3024,4032,37.63266,126.92437,0,0,1,0,0
25,sample25,3024,4032,37.63263,126.92426,0,0,1,0,0
26,sample26,3024,4032,37.63261,126.92422,0,0,1,0,0
27,sample27,3024,4032,37.63262,126.92421,0,0,1,0,0
28,sample28,3024,4032,37.63341,126.92277,1,0,0,0,0
29,sample29,3024,4032,37.63334,126.92268,1,0,0,0,0
30,sample30,3024,4032,37.63335,126.92269,1,0,0,0,0
31,sample31,3024,4032,37.63347,126.92278,0,0,0,0,1
32,sample32,3024,4032,37.63344,126.9228,0,0,0,0,1
33,sample33,3024,4032,37.63341,126.9228,0,0,0,0,1
34,sample34,3024,4032,37.63341,126.9228,0,0,0,0,1
35,sample35,3024,4032,37.63343,126.92278,1,0,0,0,0
36,sample36,3024,4032,37.63341,126.92278,1,0,0,0,0
37,sample37,3024,4032,37.63349,126.92277,1,0,0,0,0
38,sample38,3024,4032,37.63353,126.92273,1,0,0,0,0
39,sample39,3024,4032,37.6335,126.92271,1,0,0,0,0
40,sample40,3024,4032,37.6336,126.92278,0,0,0,0,1
41,sample41,3024,4032,37.63354,126.9227,0,0,0,0,1
42,sample42,3024,4032,37.63352,126.92268,0,0,0,0,1
43,sample43,3024,4032,37.63504,126.91989,1,0,0,0,0
44,sample44,3024,4032,37.63479,126.92032,1,0,0,0,0
45,sample45,3024,4032,37.63342,126.92261,0,1,0,0,0
46,sample46,3024,4032,37.63336,126.92289,0,1,0,0,0
47,sample47,3024,4032,37.63343,126.9229,0,0,0,0,1
48,sample48,3024,4032,37.6334,126.92287,0,0,0,0,1
49,sample49,3024,4032,37.63354,126.9229,0,1,0,0,0
50,sample50,3024,4032,37.63354,126.92288,0,1,0,0,0
51,sample51,3024,4032,37.6323,126.92436,1,0,0,0,0
52,sample52,3024,4032,37.6323,126.92436,1,0,0,0,0
53,sample53,3024,4032,37.63233,126.92463,1,0,0,0,0
54,sample54,3024,4032,37.63232,126.92412,0,1,0,0,0
55,sample55,3024,4032,37.63232,126.92412,0,1,0,0,0
56,sample56,3024,4032,37.63241,126.92426,0,1,0,0,0
57,sample57,3024,4032,37.63136,126.92863,1,0,0,0,0
58,sample58,3024,4032,37.63136,126.92871,1,0,0,0,0
59,sample59,3024,4032,37.6314,126.92883,0,0,0,0,1
60,sample60,3024,4032,37.6314,126.92883,0,0,0,0,1
61,sample61,3024,4032,37.63139,126.92883,0,0,0,0,1
62,sample62,3024,4032,37.63138,126.92886,0,1,0,0,0
63,sample63,3024,4032,37.63138,126.92883,0,1,0,0,0
64,sample64,3024,4032,37.63137,126.92882,0,1,0,0,0
65,sample65,3024,4032,37.63137,126.92885,1,0,0,0,0
66,sample66,3024,4032,37.63137,126.92882,1,0,0,0,0
67,sample67,3024,4032,37.63139,126.92883,1,0,0,0,0
68,sample68,3024,4032,37.63141,126.92882,0,0,0,0,1
69,sample69,3024,4032,37.63141,126.92883,0,0,0,0,1
70,sample70,3024,4032,37.63141,126.92882,0,0,0,0,1
71,sample71,3024,4032,37.6314,126.92879,0,0,1,0,0
72,sample72,3024,4032,37.6314,126.9288,0,0,1,0,0
73,sample73,3024,4032,37.6314,126.92881,0,0,1,0,0
74,sample74,3024,4032,37.63161,126.92835,1,0,0,0,0
75,sample75,3024,4032,37.63144,126.92865,1,0,0,0,0
76,sample76,3024,4032,37.63153,126.92849,1,0,0,0,1
77,sample77,3024,4032,37.63152,126.92855,1,0,0,0,1
78,sample78,3024,4032,37.63155,126.92872,1,0,0,0,1
79,sample79,3024,4032,37.63153,126.92866,0,0,0,0,1
80,sample80,3024,4032,37.63153,126.92866,0,0,0,0,1
81,sample81,3024,4032,37.63153,126.92866,0,0,0,0,1
82,sample82,3024,4032,37.63118,126.92875,0,0,0,1,0
83,sample83,3024,4032,37.6313,126.92871,0,0,0,1,0
84,sample84,3024,4032,37.63145,126.92864,0,0,0,1,0
85,sample85,3024,4032,37.63149,126.92862,0,0,0,1,0
86,sample86,3024,4032,37.63151,126.92863,0,0,0,1,0
87,sample87,3024,4032,37.63151,126.9286,0,0,0,1,0
88,sample88,3024,4032,37.63147,126.92863,0,0,0,1,0
89,sample89,3024,4032,37.63148,126.92863,0,0,0,1,0
90,sample90,3024,4032,37.6315,126.92863,0,0,0,1,0
91,sample91,3024,4032,37.63148,126.92861,0,0,0,1,0
92,sample92,3024,4032,37.63154,126.92865,1,0,0,0,0
93,sample93,3024,4032,37.63153,126.92866,1,0,0,0,0
94,sample94,3024,4032,37.63154,126.92866,1,0,0,0,0
95,sample95,3024,4032,37.63154,126.92872,1,0,0,0,0
96,sample96,3024,4032,37.63154,126.9287,1,0,0,0,0
97,sample97,3024,4032,37.63154,126.9287,1,0,0,0,0
98,sample98,3024,4032,37.63141,126.92863,1,0,0,0,0
99,sample99,3024,4032,37.63142,126.92861,1,0,0,0,0
100,sample100,3024,4032,37.63142,126.92862,1,0,0,0,0
101,sample101,3024,4032,37.63124,126.92884,1,0,0,0,0
102,sample102,3024,4032,37.6315,126.92858,1,0,0,0,0
103,sample103,3024,4032,37.63151,126.92859,1,0,0,0,0
104,sample104,3024,4032,37.63149,126.9286,1,0,0,0,0
105,sample105,3024,4032,37.63148,126.9286,1,0,0,0,0
106,sample106,3024,4032,37.63148,126.9286,1,0,0,0,0
107,sample107,3024,4032,37.63132,126.92871,0,1,0,0,0
108,sample108,3024,4032,37.63136,126.92875,0,1,0,0,0
109,sample109,3024,4032,37.63144,126.92869,0,1,0,0,0
1,1,3024,4032,37.56,126.97,1,0,0,0,0
2,2,3024,4032,37.56,126.97,1,0,0,0,0
3,3,3024,4032,37.56,126.97,1,0,0,0,0
4,4,3024,4032,37.56,126.97,1,0,0,0,0
5,5,3024,4032,37.56,126.97,1,0,0,0,0
6,6,3024,4032,37.56,126.97,1,0,0,0,0
7,7,3024,4032,37.56,126.97,1,0,0,0,0
8,8,3024,4032,37.56,126.97,1,0,0,0,0
9,9,3024,4032,37.56,126.97,1,0,0,0,0
10,10,3024,4032,37.56,126.97,1,0,0,0,0
11,11,3024,4032,37.56,126.97,1,0,0,0,0
12,12,3024,4032,37.56,126.97,1,0,0,0,0
13,13,3024,4032,37.56,126.97,1,0,0,0,0
14,14,3024,4032,37.56,126.97,1,0,0,0,0
15,15,3024,4032,37.56,126.97,1,0,0,0,0
16,16,3024,4032,37.56,126.97,1,0,0,0,0
17,17,3024,4032,37.56,126.97,1,0,0,0,0
18,18,3024,4032,37.56,126.97,1,0,0,0,0
19,19,3024,4032,37.56,126.97,1,0,0,0,0
20,20,3024,4032,37.56,126.97,1,0,0,0,0
21,21,3024,4032,37.56,126.97,1,0,0,0,0
22,22,3024,4032,37.56,126.97,1,0,0,0,0
23,23,3024,4032,37.56,126.97,1,0,0,0,0
24,24,3024,4032,37.56,126.97,1,0,0,0,0
25,25,3024,4032,37.56,126.97,1,0,0,0,0
26,26,3024,4032,37.56,126.97,1,0,0,0,0
27,27,3024,4032,37.56,126.97,1,0,0,0,0
28,28,3024,4032,37.56,126.97,1,0,0,0,0
29,29,3024,4032,37.56,126.97,1,0,0,0,0
30,30,3024,4032,37.56,126.97,1,0,0,0,0
31,31,3024,4032,37.56,126.97,1,0,0,0,0
32,32,3024,4032,37.56,126.97,1,0,0,0,0
33,33,3024,4032,37.56,126.97,1,0,0,0,0
34,34,3024,4032,37.56,126.97,1,0,0,0,0
35,35,3024,4032,37.56,126.97,1,0,0,0,0
36,36,3024,4032,37.56,126.97,1,0,0,0,0
37,37,3024,4032,37.56,126.97,1,0,0,0,0
38,38,3024,4032,37.56,126.97,1,0,0,0,0
39,39,3024,4032,37.56,126.97,1,0,0,0,0
40,40,3024,4032,37.56,126.97,1,0,0,0,0
41,41,3024,4032,37.56,126.97,1,0,0,0,0
42,42,3024,4032,37.56,126.97,1,0,0,0,0
43,43,3024,4032,37.56,126.97,1,0,0,0,0
44,44,3024,4032,37.56,126.97,1,0,0,0,0
45,45,3024,4032,37.56,126.97,1,0,0,0,0
46,46,3024,4032,37.56,126.97,1,0,0,0,0
47,47,3024,4032,37.56,126.97,1,0,0,0,0
48,48,3024,4032,37.56,126.97,1,0,0,0,0
49,49,3024,4032,37.56,126.97,1,0,0,0,0
50,50,3024,4032,37.56,126.97,0,1,0,0,0
51,51,3024,4032,37.56,126.97,1,0,0,0,0
52,52,3024,4032,37.56,126.97,0,1,0,0,0
53,53,3024,4032,37.56,126.97,0,1,0,0,0
54,54,3024,4032,37.56,126.97,0,1,0,0,0
55,55,3024,4032,37.56,126.97,0,1,0,0,0
56,56,3024,4032,37.56,126.97,0,1,0,0,0
57,57,3024,4032,37.56,126.97,0,1,0,0,0
58,58,3024,4032,37.56,126.97,0,1,0,0,0
59,59,3024,4032,37.56,126.97,0,1,0,0,0
60,60,3024,4032,37.56,126.97,1,0,0,0,0
61,61,3024,4032,37.56,126.97,1,0,0,0,0
62,62,3024,4032,37.56,126.97,0,1,0,0,0
63,63,3024,4032,37.56,126.97,0,1,0,0,0
64,64,3024,4032,37.56,126.97,0,1,0,0,0
65,65,3024,4032,37.56,126.97,1,0,0,0,0
66,66,3024,4032,37.56,126.97,0,1,0,0,0
67,67,3024,4032,37.56,126.97,0,1,0,0,0
68,68,3024,4032,37.56,126.97,0,1,0,0,0
69,69,3024,4032,37.56,126.97,1,0,0,0,0
70,70,3024,4032,37.56,126.97,0,1,0,0,0
71,71,3024,4032,37.56,126.97,0,1,0,0,0
72,72,3024,4032,37.56,126.97,0,0,0,0,1
73,73,3024,4032,37.56,126.97,0,0,0,0,1
74,74,3024,4032,37.56,126.97,1,0,0,0,0
75,75,3024,4032,37.56,126.97,1,0,0,0,0
76,76,3024,4032,37.56,126.97,1,0,0,0,0
77,77,3024,4032,37.56,126.97,1,0,0,0,0
78,78,3024,4032,37.56,126.97,1,0,0,0,0
79,79,3024,4032,37.56,126.97,1,0,0,0,0
80,80,3024,4032,37.56,126.97,1,0,0,0,0
81,81,3024,4032,37.56,126.97,1,0,0,0,0
82,82,3024,4032,37.56,126.97,0,1,0,0,0
83,83,3024,4032,37.56,126.97,1,0,0,0,0
84,84,3024,4032,37.56,126.97,1,0,0,0,0
85,85,3024,4032,37.56,126.97,1,0,0,0,0
86,86,3024,4032,37.56,126.97,1,0,0,0,0
87,87,3024,4032,37.56,126.97,1,0,0,0,0
88,88,3024,4032,37.56,126.97,1,0,0,0,0
89,89,3024,4032,37.56,126.97,1,0,0,0,0
90,90,3024,4032,37.56,126.97,1,0,0,0,0
91,91,3024,4032,37.56,126.97,1,0,0,0,0
92,92,3024,4032,37.56,126.97,0,1,0,0,0
93,93,3024,4032,37.56,126.97,0,1,0,0,0
94,94,3024,4032,37.56,126.97,0,1,0,0,0
95,95,3024,4032,37.56,126.97,0,1,0,0,0
96,96,3024,4032,37.56,126.97,0,1,0,0,0
97,97,3024,4032,37.56,126.97,0,1,0,0,0
98,98,3024,4032,37.56,126.97,1,0,0,0,0
99,99,3024,4032,37.56,126.97,0,0,0,0,1
100,100,3024,4032,37.56,126.97,0,1,0,0,0
101,101,3024,4032,37.56,126.97,0,1,0,0,0
102,102,3024,4032,37.56,126.97,1,0,0,0,0
103,103,3024,4032,37.56,126.97,1,0,0,0,0
104,104,3024,4032,37.56,126.97,1,0,0,0,0
105,105,3024,4032,37.56,126.97,0,1,0,0,0
106,106,3024,4032,37.56,126.97,0,1,0,0,0
107,107,3024,4032,37.56,126.97,0,1,0,0,0
108,108,3024,4032,37.56,126.97,0,1,0,0,0
109,109,3024,4032,37.56,126.97,0,1,0,0,0
110,110,3024,4032,37.56,126.97,1,0,0,0,0
111,111,3024,4032,37.56,126.97,0,1,0,0,0
112,112,3024,4032,37.56,126.97,0,1,0,0,0
113,113,3024,4032,37.56,126.97,0,1,0,0,0
114,114,3024,4032,37.56,126.97,0,1,0,0,0
115,115,3024,4032,37.56,126.97,1,0,0,0,0
116,116,3024,4032,37.56,126.97,0,1,0,0,0
117,117,3024,4032,37.56,126.97,1,0,0,0,0
118,118,3024,4032,37.56,126.97,0,1,0,0,0
119,119,3024,4032,37.56,126.97,1,1,0,0,0
120,120,3024,4032,37.56,126.97,0,1,0,0,0
121,121,3024,4032,37.56,126.97,1,0,0,0,0
122,122,3024,4032,37.56,126.97,1,0,0,0,0
123,123,3024,4032,37.56,126.97,1,0,0,0,0
124,124,3024,4032,37.56,126.97,0,1,0,0,0
125,125,3024,4032,37.56,126.97,1,0,0,0,0
126,126,3024,4032,37.56,126.97,1,0,0,0,0
127,127,3024,4032,37.56,126.97,1,1,0,0,0
128,128,3024,4032,37.56,126.97,0,1,0,0,0
129,129,3024,4032,37.56,126.97,0,1,0,0,0
130,130,3024,4032,37.56,126.97,1,1,0,0,0
131,131,3024,4032,37.56,126.97,0,1,0,0,0
132,132,3024,4032,37.56,126.97,1,0,0,0,0
133,133,3024,4032,37.56,126.97,1,0,0,0,0
134,134,3024,4032,37.56,126.97,1,0,0,0,0
135,135,3024,4032,37.56,126.97,1,0,0,0,0
136,136,3024,4032,37.56,126.97,1,0,0,0,0
137,137,3024,4032,37.56,126.97,1,0,0,0,0
138,138,3024,4032,37.56,126.97,1,0,0,0,0
139,139,3024,4032,37.56,126.97,1,0,0,0,0
140,140,3024,4032,37.56,126.97,1,0,0,0,0
141,141,3024,4032,37.56,126.97,1,0,0,0,0
142,142,3024,4032,37.56,126.97,1,0,0,0,0
143,143,3024,4032,37.56,126.97,1,0,0,0,0
144,144,3024,4032,37.56,126.97,1,0,0,0,1
145,145,3024,4032,37.56,126.97,1,0,0,0,1
146,146,3024,4032,37.56,126.97,1,0,0,0,1
147,147,3024,4032,37.56,126.97,1,0,0,0,1
148,148,3024,4032,37.56,126.97,1,0,0,0,0
149,149,3024,4032,37.56,126.97,0,0,0,0,1
150,150,3024,4032,37.56,126.97,1,0,0,0,0
151,151,3024,4032,37.56,126.97,1,0,0,0,0
152,152,3024,4032,37.56,126.97,0,0,0,0,1
153,153,3024,4032,37.56,126.97,1,0,0,0,0
154,154,3024,4032,37.56,126.97,1,0,0,0,0
155,155,3024,4032,37.56,126.97,0,1,0,0,0
156,156,3024,4032,37.56,126.97,0,0,0,0,1
157,157,3024,4032,37.56,126.97,1,0,0,0,0
158,158,3024,4032,37.56,126.97,0,0,0,0,1
159,159,3024,4032,37.56,126.97,1,0,0,0,0
160,160,3024,4032,37.56,126.97,0,0,0,0,1
1,20211408_001,3024,4032,37.52262,126.94153,0,0,0,0,1
2,20211408_002,3024,4032,37.52264,126.9415,0,1,0,0,0
3,20211408_003,3024,4032,37.52262,126.94148,1,0,0,0,1
4,20211408_004,3024,4032,37.52263,126.94154,0,0,0,0,1
5,20211408_005,3024,4032,37.52265,126.94155,0,0,0,0,1
6,20211408_006,3024,4032,37.52264,126.94155,0,1,0,0,0
7,20211408_007,3024,4032,37.52276,126.94131,0,1,0,0,0
8,20211408_008,3024,4032,37.52277,126.94133,2,1,0,0,0
9,20211408_009,3024,4032,37.52279,126.94128,1,0,0,0,0
10,20211408_010,3024,4032,37.5228,126.94128,1,0,0,0,0
11,20211408_011,3024,4032,37.52278,126.94128,1,1,0,0,0
12,20211408_012,3024,4032,37.5228,126.94129,1,1,0,0,0
13,20211408_013,3024,4032,37.52278,126.94128,0,0,1,0,0
14,20211408_014,3024,4032,37.52281,126.94128,0,1,0,0,0
15,20211408_015,3024,4032,37.52282,126.94122,1,0,0,0,0
16,20211408_016,3024,4032,37.52282,126.94124,0,1,0,0,0
17,20211408_017,3024,4032,37.52293,126.94122,1,0,0,0,0
18,20211408_018,3024,4032,37.52288,126.94125,1,0,0,0,0
19,20211408_019,3024,4032,37.52288,126.94125,1,0,0,0,0
20,20211408_020,3024,4032,37.52286,126.94122,1,0,0,0,0
21,20211408_021,3024,4032,37.5229,126.94124,0,1,0,0,0
22,20211408_022,3024,4032,37.52288,126.94126,0,0,1,0,0
23,20211408_023,3024,4032,37.52288,126.94124,1,0,0,0,0
24,20211408_024,3024,4032,37.52288,126.94123,1,0,0,0,0
25,20211408_025,3024,4032,37.52288,126.94124,0,0,0,0,2
26,20211408_026,3024,4032,37.52291,126.9413,0,0,0,0,2
27,20211408_027,3024,4032,37.52289,126.94125,1,0,0,0,0
28,20211408_028,3024,4032,37.52288,126.94123,1,0,0,0,0
29,20211408_029,3024,4032,37.52288,126.94122,0,1,0,0,1
30,20211408_030,3024,4032,37.52288,126.94122,1,0,0,0,0
31,20211408_031,3024,4032,37.52287,126.94121,1,0,0,0,0
32,20211408_032,3024,4032,37.52287,126.94121,1,0,0,0,0
33,20211408_033,3024,4032,37.52285,126.94118,1,0,0,0,0
34,20211408_034,3024,4032,37.52287,126.94121,1,0,0,0,0
35,20211408_035,3024,4032,37.52287,126.94115,0,0,1,0,0
36,20211408_036,3024,4032,37.52287,126.94116,1,0,0,0,0
37,20211408_037,3024,4032,37.52287,126.94117,1,0,0,0,0
38,20211408_038,3024,4032,37.52293,126.94116,0,0,1,0,0
39,20211408_039,3024,4032,37.5229,126.94117,0,1,0,0,0
40,20211408_040,3024,4032,37.52298,126.94116,0,1,0,0,0
41,20211408_041,3024,4032,37.52296,126.94113,0,1,0,0,0
42,20211408_042,3024,4032,37.52297,126.94112,0,1,0,0,0
43,20211408_043,3024,4032,37.52296,126.94107,0,0,1,0,0
44,20211408_044,3024,4032,37.52297,126.94107,0,0,1,0,0
45,20211408_045,3024,4032,37.52296,126.94107,1,0,0,0,0
46,20211408_046,3024,4032,37.52299,126.94106,1,0,0,0,0
47,20211408_047,3024,4032,37.52299,126.94106,1,0,0,0,1
48,20211408_048,3024,4032,37.52298,126.94106,1,0,0,0,1
49,20211408_049,3024,4032,37.52316,126.94092,1,0,0,0,0
50,20211408_050,3024,4032,37.5231,126.94087,1,1,0,0,0
51,20211408_051,3024,4032,37.5231,126.94086,1,1,0,0,1
52,20211408_052,3024,4032,37.523131,126.94086,0,0,0,0,1
53,20211408_053,3024,4032,37.52315,126.94083,1,0,0,0,0
54,20211408_054,3024,4032,37.58936,127.01781,0,0,0,1,0
55,20211408_055,3024,4032,37.58952,127.01792,0,0,1,0,0
56,20211408_056,3024,4032,37.58943,127.01791,0,0,0,0,1
57,20211408_057,3024,4032,37.58941,127.0179,0,0,0,0,1
58,20211408_058,3024,4032,37.58942,127.0179,0,0,0,0,1
59,20211408_059,3024,4032,37.58936,127.0178,1,0,0,0,0
60,20211408_060,3024,4032,37.5894,127.0179,0,0,0,0,1
61,20211408_061,3024,4032,37.5894,127.01788,1,0,0,0,0
62,20211408_062,3024,4032,37.58961,127.01779,0,0,0,0,1
63,20211408_063,3024,4032,37.58943,127.01784,0,0,0,0,1
64,20211408_064,3024,4032,37.58946,127.01785,1,0,0,0,0
65,20211408_065,3024,4032,37.58947,127.01788,0,0,0,0,1
66,20211408_066,3024,4032,37.58946,127.01791,0,0,0,0,1
67,20211408_067,3024,4032,37.58942,127.01788,1,0,0,0,0
68,20211408_068,3024,4032,37.58945,127.01784,0,1,0,0,0
69,20211408_069,3024,4032,37.58945,127.01784,0,1,0,0,0
70,20211408_070,3024,4032,37.58947,127.01783,0,1,0,0,0
71,20211408_071,3024,4032,37.5894,127.01786,1,0,0,0,0
72,20211408_072,3024,4032,37.58957,127.01775,0,0,0,0,1
73,20211408_073,3024,4032,37.58943,127.01782,1,1,0,0,0
74,20211408_074,3024,4032,37.58952,127.01788,2,0,0,0,0
75,20211408_075,3024,4032,37.5894,127.01785,1,0,0,0,0
76,20211408_076,3024,4032,37.5894,127.01786,1,0,0,0,0
77,20211408_077,3024,4032,37.58943,127.01791,1,0,0,0,0
78,20211408_078,3024,4032,37.5897,127.01778,0,0,0,1,0
79,20211408_079,3024,4032,37.58955,127.01794,1,0,0,0,0
80,20211408_080,3024,4032,37.58948,127.01805,1,0,0,0,0
81,20211408_081,3024,4032,37.5901,127.01708,0,0,0,0,1
82,20211408_082,3024,4032,37.589992,127.01717,0,1,0,0,0
83,20211408_083,3024,4032,37.58991,127.01718,0,1,0,0,0
84,20211408_084,3024,4032,37.58991,127.01725,0,1,0,0,1
85,20211408_085,3024,4032,37.58986,127.01723,0,0,0,0,1
86,20211408_086,3024,4032,37.58988,127.01723,1,0,0,0,0
